@RELATION pokemonNew

@ATTRIBUTE Pokemon NUMERIC
@ATTRIBUTE Tipo1 NUMERIC 
@ATTRIBUTE Tipo2 NUMERIC 
@ATTRIBUTE Ability1 STRING
@ATTRIBUTE Ability2 STRING
@ATTRIBUTE Ability3 STRING
@ATTRIBUTE class {1,2,3,4,5,6,7,8,9,10,11,12}
@ATTRIBUTE HP REAL 
@ATTRIBUTE Atk REAL
@ATTRIBUTE Def REAL 
@ATTRIBUTE SpA REAL 
@ATTRIBUTE SpD REAL
@ATTRIBUTE Spe REAL 

@DATA
371,17,2,Early-Bird,Unnerve,Flash-Fire,9,75,90,50,110,80,95
372,17,2,Solar-Power,N,N,5,75,90,90,140,90,115
373,17,2,Early-Bird,Unnerve,Flash-Fire,4,45,60,30,80,50,65
374,3,3,Swift-Swim,Water-Veil,N,8,55,104,105,94,75,52
375,17,15,Levitate,N,N,11,92,105,90,125,90,98
376,10,10,Forewarn,Insomnia,Inner-Focus,8,85,73,70,73,115,67
377,18,5,Competitive,Friend-Guard,Cute-Charm,4,90,30,15,40,20,15
378,4,4,Oblivious,Tinted-Lens,Prankster,8,65,47,75,73,85,85
379,17,2,Blaze,Intimidate,N,9,95,115,90,80,90,60
380,9,2,Blaze,Iron-Fist,N,11,76,104,71,104,71,108
381,17,10,Contrary,Suction-Cups,Infiltrator,4,53,54,53,37,46,45
382,1,6,Chlorophyll,Overgrow,N,12,60,62,63,80,80,60
383,15,15,Bulletproof,Soundproof,Overcoat,4,45,55,65,45,45,45
384,13,3,Cursed-Body,Water-Absorb,Damp,9,100,60,70,85,105,60
385,18,5,Competitive,Friend-Guard,Cute-Charm,12,115,45,20,45,25,20
386,10,16,Serene-Grace,N,N,7,100,100,100,100,100,100
387,7,7,Quick-Feet,Volt-Absorb,N,9,65,65,60,110,95,130
388,4,7,Compound-Eyes,Unnerve,Swarm,4,50,47,50,57,50,65
389,12,1,Chlorophyll,Leaf-Guard,Infiltrator,8,75,55,70,55,95,110
390,14,10,Dry-Skin,Oblivious,Forewarn,6,65,50,35,115,95,95
391,11,3,Battle-Armor,Weak-Armor,Swift-Swim,4,30,80,90,55,45,55
392,11,3,Battle-Armor,Weak-Armor,Swift-Swim,9,60,115,105,65,70,80
393,10,10,Inner-Focus,Synchronize,Magic-Guard,12,40,35,30,120,70,105
394,4,6,Shed-Skin,N,N,12,45,25,50,25,25,35
395,5,5,Early-Bird,Scrappy,Inner-Focus,6,105,95,80,40,80,90
396,5,5,Parental-Bond,N,N,10,105,125,100,60,100,100
397,4,4,No-Guard,Swarm,Shed-Skin,4,50,75,45,40,45,60
398,1,16,Beast-Boost,N,N,7,59,181,131,59,31,109
399,5,5,Color-Change,Protean,N,6,60,90,70,60,120,40
400,9,3,Justified,N,N,11,91,72,90,129,90,108
401,15,3,Damp,Swift-Swim,Sniper,9,75,95,95,95,95,85
402,3,3,Hyper-Cutter,Shell-Armor,Sheer-Force,8,55,130,115,50,50,75
403,18,10,Synchronize,Trace,Telepathy,12,38,35,35,65,55,50
404,16,16,Clear-Body,Plus,Minus,12,60,80,95,70,85,50
405,18,16,Magician,Prankster,N,11,57,80,91,80,87,75
406,16,16,Clear-Body,Plus,Minus,4,40,55,70,45,60,30
407,16,16,Clear-Body,Plus,Minus,6,60,100,115,70,85,90
408,6,6,Levitate,N,N,4,40,65,95,60,45,35
409,5,5,Comatose,N,N,9,65,115,65,75,95,65
410,15,9,Bulletproof,Soundproof,Overcoat,9,75,110,125,100,105,85
411,3,3,Hyper-Cutter,Shell-Armor,Sheer-Force,4,30,105,90,25,25,50
412,4,4,Run-Away,Shed-Skin,N,4,37,25,41,25,41,25
413,4,4,Swarm,Technician,N,8,77,85,51,55,51,65
414,17,8,Anger-Point,Moxie,Intimidate,12,60,82,45,45,45,74
415,17,8,Anger-Point,Moxie,Intimidate,11,95,117,80,65,70,92
416,3,3,Drizzle,N,N,10,100,100,90,150,140,90
417,3,3,Primordial-Sea,N,N,10,100,150,90,180,160,90
418,15,14,Pressure,N,N,3,125,130,90,130,90,95
419,15,14,Teravolt,N,N,2,125,170,100,120,90,95
420,15,14,Turboblaze,N,N,10,125,120,90,170,100,95
421,11,16,Heavy-Metal,Sturdy,Rock-Head,12,60,90,140,50,50,40
422,2,13,Flame-Body,Infiltrator,Flash-Fire,12,60,40,60,95,60,55
423,12,8,Sand-Force,Sheer-Force,N,10,89,125,90,115,80,101
424,12,8,Intimidate,N,N,7,89,145,90,105,80,91
425,7,3,Illuminate,Water-Absorb,Volt-Absorb,6,125,58,58,76,76,67
426,14,3,Hydration,Water-Absorb,Shell-Armor,8,130,85,80,85,95,60
427,4,2,Flame-Body,Swarm,N,4,55,85,55,50,55,60
428,8,11,Guts,Sand-Veil,N,4,50,64,50,45,50,41
429,15,10,Levitate,N,N,11,80,80,90,110,130,110
430,15,10,Levitate,N,N,5,80,100,120,140,150,110
431,15,10,Levitate,N,N,7,80,90,80,130,110,110
432,15,10,Levitate,N,N,5,80,130,100,160,120,110
433,1,1,Chlorophyll,Leaf-Guard,N,8,65,110,130,60,65,95
434,4,1,Chlorophyll,Swarm,Overcoat,8,75,103,80,70,80,92
435,4,12,Early-Bird,Swarm,Iron-Fist,8,55,35,50,55,110,85
436,4,12,Early-Bird,Swarm,Rattled,4,40,20,30,40,80,55
437,5,5,Cloud-Nine,Own-Tempo,Oblivious,8,110,85,95,80,95,50
438,5,5,Cloud-Nine,Own-Tempo,Oblivious,4,90,55,75,60,75,30
439,17,17,Limber,Unburden,Prankster,6,64,88,50,88,50,106
440,1,11,Storm-Drain,Suction-Cups,N,4,66,41,77,61,87,23
441,1,1,Chlorophyll,Own-Tempo,Leaf-Guard,6,70,60,75,110,75,90
442,5,5,Pickup,Vital-Spirit,Run-Away,4,45,60,45,25,45,55
443,5,5,Gluttony,Quick-Feet,Pickup,8,78,70,61,50,61,100
444,2,5,Moxie,Unnerve,Rivalry,4,62,50,58,73,54,72
445,2,2,Blaze,Intimidate,N,4,45,65,40,60,40,70
446,2,13,Flame-Body,Infiltrator,Flash-Fire,4,50,30,55,65,55,20
447,1,3,Own-Tempo,Swift-Swim,Rain-Dish,12,60,50,50,60,70,50
448,5,5,Cute-Charm,Limber,Klutz,8,65,76,84,54,96,105
449,9,5,Scrappy,N,N,5,65,136,94,54,96,135
450,1,3,Own-Tempo,Swift-Swim,Rain-Dish,4,40,30,30,40,50,30
451,5,5,Scrappy,Soundproof,N,12,84,71,43,71,43,48
452,9,16,Inner-Focus,Steadfast,Justified,3,70,110,70,115,70,90
453,9,16,Adaptability,N,N,10,70,145,88,140,70,112
454,1,3,Own-Tempo,Swift-Swim,Rain-Dish,6,80,70,70,90,100,70
455,12,10,Multiscale,Pressure,N,10,106,90,130,90,154,110
456,3,3,Storm-Drain,Water-Veil,Swift-Swim,8,69,69,76,69,86,91
457,13,10,Shadow-Shield,N,N,10,137,113,89,137,107,97
458,10,11,Levitate,N,N,8,90,55,65,95,85,70
459,1,1,Contrary,Leaf-Guard,N,9,70,105,90,80,90,45
460,3,3,Hydration,Swift-Swim,N,8,43,30,55,40,65,97
461,7,7,Guts,Rivalry,Intimidate,12,60,85,49,60,49,60
462,7,7,Guts,Rivalry,Intimidate,8,80,120,79,95,79,70
463,11,11,Keen-Eye,Steadfast,Sand-Rush,9,75,115,65,55,65,112
464,11,11,Keen-Eye,Vital-Spirit,No-Guard,9,85,115,75,55,75,82
465,9,9,Guts,Steadfast,No-Guard,9,90,130,80,65,85,55
466,9,9,Guts,Steadfast,No-Guard,12,80,100,70,50,60,45
467,9,9,Guts,Steadfast,No-Guard,4,70,80,50,35,35,35
468,2,2,Flame-Body,Vital-Spirit,N,4,45,75,37,70,55,83
469,2,11,Flame-Body,Weak-Armor,Magma-Armor,8,60,50,120,90,80,30
470,18,16,Soul-Heart,N,N,7,80,95,115,130,115,65
471,3,3,Rattled,Swift-Swim,N,4,20,10,55,15,20,80
472,2,2,Flame-Body,Vital-Spirit,N,12,65,95,57,100,85,93
473,2,2,Flame-Body,Vital-Spirit,N,6,75,95,67,125,95,83
474,7,16,Analytic,Sturdy,Magnet-Pull,4,25,35,70,95,55,45
475,7,16,Analytic,Sturdy,Magnet-Pull,11,50,60,95,120,70,70
476,7,16,Analytic,Sturdy,Magnet-Pull,7,70,70,115,130,90,60
477,9,9,Guts,Thick-Fat,Sheer-Force,4,72,60,30,20,30,25
478,17,10,Contrary,Suction-Cups,Infiltrator,6,86,92,88,68,75,73
479,8,14,Oblivious,Thick-Fat,Snow-Cloak,7,110,130,80,70,60,80
480,3,3,Hydration,N,N,7,100,100,100,100,100,100
481,17,12,Big-Pecks,Weak-Armor,Overcoat,11,110,65,105,55,95,80
482,7,7,Lightning-Rod,Static,Minus,6,70,75,60,105,60,105
483,7,7,Intimidate,N,N,5,70,75,80,135,80,135
484,9,9,Anger-Point,Vital-Spirit,Defiant,4,40,80,35,35,45,70
485,12,3,Swift-Swim,Water-Veil,Water-Absorb,9,85,40,70,80,140,70
486,12,3,Swift-Swim,Water-Veil,Water-Absorb,4,45,20,50,60,120,50
487,1,1,Chlorophyll,Water-Absorb,Storm-Drain,8,75,86,67,106,67,60
488,6,3,Limber,Regenerator,Merciless,4,50,53,62,43,52,45
489,7,7,Plus,Static,N,4,55,40,40,65,45,35
490,18,3,Huge-Power,Thick-Fat,Sap-Sipper,12,70,20,50,20,50,40
491,8,8,Battle-Armor,Rock-Head,Lightning-Rod,8,60,80,110,50,80,45
492,2,13,Cursed-Body,Rock-Head,Lightning-Rod,7,60,80,110,50,80,45
493,9,13,Technician,N,N,5,90,125,80,90,90,125
494,8,3,Damp,Torrent,N,12,70,85,70,60,70,50
495,4,12,Intimidate,Unnerve,N,8,70,60,62,100,82,80
496,18,16,Hyper-Cutter,Sheer-Force,Intimidate,8,50,85,85,55,55,50
497,18,16,Huge-Power,N,N,7,50,105,125,55,95,50
498,9,10,Pure-Power,Telepathy,N,9,60,60,75,60,75,80
499,9,10,Pure-Power,N,N,5,60,100,85,80,85,100
500,9,10,Pure-Power,Telepathy,N,12,30,40,55,40,55,60
501,1,1,Leaf-Guard,Overgrow,N,8,80,82,100,83,100,80
502,5,10,Serene-Grace,N,N,9,100,77,77,128,128,90
503,9,5,Serene-Grace,N,N,9,100,128,90,77,77,128
504,10,10,Competitive,Keen-Eye,Infiltrator,8,74,48,76,83,81,104
505,10,10,Infiltrator,Prankster,Keen-Eye,8,74,48,76,83,81,104
506,5,5,Pickup,Unnerve,Technician,4,40,45,35,40,40,90
507,17,17,Pickup,Technician,Rattled,4,40,35,35,50,40,90
508,10,10,Levitate,N,N,6,80,105,105,105,105,80
509,10,16,Clear-Body,Light-Metal,N,11,80,135,130,95,90,70
510,10,16,Tough-Claws,N,N,7,80,145,150,105,110,110
511,10,16,Clear-Body,Light-Metal,N,12,60,75,100,55,80,50
512,4,4,Shed-Skin,N,N,12,50,20,55,25,25,30
513,10,10,Synchronize,N,N,11,100,100,100,100,100,100
514,10,10,Pressure,Unnerve,N,10,106,110,90,154,90,130
515,9,10,Steadfast,N,N,5,106,190,100,154,100,130
516,10,10,Insomnia,N,N,5,106,150,70,194,120,140
517,9,9,Inner-Focus,Regenerator,Reckless,4,45,85,50,55,50,65
518,9,9,Inner-Focus,Regenerator,Reckless,11,65,125,60,95,60,105
519,17,17,Intimidate,Quick-Feet,Moxie,8,70,90,70,60,60,70
520,3,3,Competitive,Marvel-Scale,Cute-Charm,9,95,60,79,100,125,81
521,5,5,Sap-Sipper,Thick-Fat,Scrappy,6,95,80,105,40,70,100
522,18,10,Filter,Technician,Soundproof,4,20,25,45,70,90,60
523,18,13,Disguise,N,N,7,55,90,80,50,105,96
524,5,5,Cute-Charm,Technician,Skill-Link,4,55,50,40,40,40,75
525,12,11,Shields-Down,N,N,9,60,100,60,100,60,120
526,12,11,Shields-Down,N,N,9,60,60,100,60,100,60
527,7,7,Minus,Volt-Absorb,N,8,60,40,50,75,85,95
528,13,13,Levitate,N,N,12,60,60,60,85,85,85
529,13,13,Levitate,N,N,6,60,60,60,105,105,105
530,2,12,Flame-Body,Pressure,N,9,90,100,90,125,85,90
531,9,2,Blaze,Iron-Fist,N,12,64,78,52,78,52,81
532,18,1,Effect-Spore,Rain-Dish,Illuminate,4,40,35,55,65,75,15
533,4,12,Swarm,Tinted-Lens,N,8,70,94,50,94,50,66
534,18,10,Filter,Technician,Soundproof,8,40,45,65,100,120,90
535,8,8,Inner-Focus,Stamina,Own-Tempo,4,70,100,70,45,55,45
536,3,3,Damp,Torrent,N,4,50,70,50,50,50,40
537,8,8,Inner-Focus,Stamina,Own-Tempo,9,100,125,100,55,85,35
538,6,6,Poison-Touch,Sticky-Hold,Stench,8,105,105,75,65,100,50
539,17,6,Gluttony,Power-of-Alchemy,Poison-Touch,7,105,105,75,65,100,50
540,5,5,Gluttony,Thick-Fat,Pickup,4,135,85,40,40,85,5
541,10,10,Forewarn,Telepathy,Synchronize,4,76,25,45,67,55,24
542,17,12,Insomnia,Super-Luck,Prankster,12,60,85,42,85,42,91
543,10,10,Forewarn,Telepathy,Synchronize,8,116,55,85,107,95,29
544,12,10,Early-Bird,Synchronize,Magic-Bounce,4,40,50,45,70,45,70
545,10,10,Prism-Armor,N,N,9,97,107,101,127,89,79
546,8,6,Poison-Point,Sheer-Force,Rivalry,11,81,102,77,85,75,85
547,8,6,Poison-Point,Sheer-Force,Rivalry,9,90,92,87,75,85,76
548,6,6,Hustle,Rivalry,Poison-Point,4,55,47,52,40,40,41
549,6,6,Hustle,Rivalry,Poison-Point,4,46,57,40,40,40,50
550,6,6,Hustle,Rivalry,Poison-Point,12,70,62,67,55,55,56
551,6,6,Hustle,Rivalry,Poison-Point,12,61,72,57,55,55,65
552,6,11,Beast-Boost,N,N,7,109,53,47,127,131,103
553,4,8,Compound-Eyes,Run-Away,N,4,31,45,90,30,30,40
554,2,2,Drought,Flash-Fire,N,6,73,76,75,81,100,100
555,18,14,Snow-Cloak,Snow-Warning,N,11,73,67,75,81,100,109
556,4,12,Infiltrator,Speed-Boost,N,8,61,90,45,50,50,160
557,12,5,Insomnia,Tinted-Lens,Keen-Eye,8,100,50,50,86,96,70
558,15,12,Frisk,Telepathy,Infiltrator,4,40,30,35,45,40,55
559,15,12,Frisk,Telepathy,Infiltrator,9,85,70,80,97,80,123
560,11,11,Magnet-Pull,Sturdy,Sand-Force,4,30,45,135,45,90,30
561,2,8,Oblivious,Simple,Own-Tempo,4,60,60,40,65,45,35
562,17,1,Chlorophyll,Pickpocket,Early-Bird,12,70,70,40,60,40,60
563,3,3,Moody,Suction-Cups,Sniper,8,75,105,75,105,75,45
564,1,6,Chlorophyll,Run-Away,N,4,45,50,55,75,65,30
565,11,3,Shell-Armor,Weak-Armor,Swift-Swim,4,35,40,100,90,55,35
566,11,3,Shell-Armor,Weak-Armor,Swift-Swim,6,70,60,125,115,70,55
567,8,11,Rock-Head,Weak-Armor,Sturdy,4,35,45,160,30,45,70
568,5,10,Inner-Focus,Telepathy,Symbiosis,9,90,60,80,90,110,60
569,2,12,Dancer,N,N,9,75,70,70,98,70,93
570,12,10,Dancer,N,N,9,75,70,70,98,70,93
571,7,12,Dancer,N,N,9,75,70,70,98,70,93
572,12,13,Dancer,N,N,9,75,70,70,98,70,93
573,3,3,Shell-Armor,Torrent,N,4,55,55,45,63,45,45
574,7,7,Pickup,Volt-Absorb,Run-Away,8,60,45,70,45,90,95
575,15,3,Pressure,Telepathy,N,10,90,120,100,150,120,100
576,13,8,Sand-Veil,Water-Compaction,N,9,85,75,110,100,75,35
577,8,3,Hydration,Water-Absorb,Swift-Swim,12,75,65,55,65,55,69
578,9,9,Iron-Fist,Scrappy,Mold-Breaker,4,67,82,62,46,48,43
579,17,9,Iron-Fist,Scrappy,Mold-Breaker,9,95,124,78,69,71,58
580,3,3,Gluttony,Torrent,N,4,50,53,48,53,48,64
581,1,1,Gluttony,Overgrow,N,4,50,53,48,53,48,64
582,2,2,Blaze,Gluttony,N,4,50,53,48,53,48,64
583,4,1,Damp,Effect-Spore,Dry-Skin,4,35,70,55,45,55,25
584,4,1,Damp,Effect-Spore,Dry-Skin,8,60,95,80,60,80,30
585,9,9,Defiant,Receiver,N,9,100,120,90,40,60,80
586,5,5,Analytic,Run-Away,Keen-Eye,4,45,55,39,35,39,42
587,17,16,Defiant,Pressure,Inner-Focus,4,45,85,70,40,40,60
588,12,3,Drizzle,Rain-Dish,Keen-Eye,7,60,50,100,95,70,65
589,5,5,Limber,Unnerve,Technician,8,65,70,60,65,65,115
590,17,17,Fur-Coat,Technician,Rattled,9,65,60,60,75,65,115
591,1,1,Chlorophyll,Own-Tempo,Leaf-Guard,4,45,35,50,70,50,30
592,8,8,Pickup,Sand-Veil,N,4,90,60,60,40,40,40
593,13,1,Frisk,Natural-Cure,Harvest,4,43,70,48,50,60,38
594,4,9,Beast-Boost,N,N,10,71,137,37,137,37,151
595,3,3,Hydration,N,N,8,80,80,80,80,80,80
596,7,7,Lightning-Rod,Static,N,4,20,40,15,35,35,60
597,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,8,83,80,75,70,70,101
598,12,5,No-Guard,N,N,5,83,80,80,135,80,121
599,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,12,63,60,55,50,50,71
600,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,4,40,45,40,35,35,56
601,12,5,Big-Pecks,Super-Luck,Rivalry,4,50,55,50,36,30,43
602,9,2,Blaze,Thick-Fat,N,12,90,93,55,70,55,55
603,7,7,Lightning-Rod,Static,N,12,35,55,40,50,50,90
604,12,5,Keen-Eye,Skill-Link,Pickup,4,35,75,30,30,30,65
605,8,14,Oblivious,Thick-Fat,Snow-Cloak,6,100,100,80,60,60,50
606,4,4,Overcoat,Sturdy,N,4,50,65,90,35,35,15
607,4,4,Hyper-Cutter,Moxie,Mold-Breaker,6,65,125,100,55,70,85
608,4,12,Aerilate,N,N,7,65,155,120,65,90,105
609,3,3,Defiant,Torrent,N,4,53,51,53,61,56,40
610,7,7,Lightning-Rod,Plus,N,8,60,50,40,85,75,95
611,3,3,Damp,Water-Absorb,Drizzle,9,90,75,75,90,100,70
612,3,3,Damp,Water-Absorb,Swift-Swim,4,40,50,40,40,40,90
613,3,3,Damp,Water-Absorb,Swift-Swim,12,65,65,65,50,50,90
614,9,3,Damp,Water-Absorb,Swift-Swim,6,90,95,95,70,90,70
615,2,2,Flame-Body,Run-Away,Flash-Fire,4,50,85,55,65,65,90
616,17,17,Quick-Feet,Run-Away,Rattled,4,35,55,35,30,30,35
617,3,3,Liquid-Voice,Torrent,N,4,50,54,54,66,56,40
618,5,5,Analytic,Trace,Download,12,65,60,70,85,75,40
619,5,5,Adaptability,Download,Analytic,2,85,80,70,135,75,90
620,5,5,Analytic,Trace,Download,9,85,80,90,105,95,60
621,18,3,Liquid-Voice,Torrent,N,11,80,74,74,126,116,60
622,9,9,Anger-Point,Vital-Spirit,Defiant,6,65,105,60,60,70,95
623,3,3,Defiant,Torrent,N,12,64,66,68,81,76,50
624,11,16,Magnet-Pull,Sturdy,Sand-Force,8,60,55,145,75,150,40
625,3,3,Cloud-Nine,Swift-Swim,Damp,4,50,52,48,65,50,55
626,13,1,Frisk,Pickup,Insomnia,4,49,66,70,44,55,51
627,13,1,Frisk,Pickup,Insomnia,4,54,66,70,44,55,46
628,13,1,Frisk,Pickup,Insomnia,4,44,66,70,44,55,56
629,13,1,Frisk,Pickup,Insomnia,4,59,66,70,44,55,41
630,8,11,Shed-Skin,N,N,12,70,84,70,65,70,51
631,17,17,Limber,Unburden,Prankster,4,41,50,37,50,37,66
632,5,5,Defiant,Thick-Fat,Own-Tempo,8,71,82,64,64,59,112
633,2,5,Moxie,Unnerve,Rivalry,6,86,68,72,109,66,106
634,3,3,Innards-Out,Unaware,N,9,55,60,130,30,130,5
635,8,3,Damp,Water-Absorb,Unaware,8,95,85,85,65,65,35
636,2,2,Blaze,Flash-Fire,N,12,58,64,58,80,65,80
637,1,1,Bulletproof,Overgrow,N,12,61,78,95,56,58,57
638,6,3,Intimidate,Swift-Swim,Poison-Point,9,65,95,85,55,55,85
639,7,7,Lightning-Rod,Static,N,8,60,90,55,90,80,110
640,7,10,Surge-Surfer,N,N,9,60,85,50,95,85,110
641,7,7,Pressure,N,N,11,90,85,75,115,100,115
642,18,10,Synchronize,Trace,Telepathy,4,28,25,25,45,35,40
643,11,11,Mold-Breaker,Sheer-Force,N,8,97,165,60,65,50,58
644,2,2,Flame-Body,Run-Away,Flash-Fire,8,65,100,70,80,80,105
645,5,5,Guts,Run-Away,Hustle,8,55,81,60,50,70,97
646,17,5,Gluttony,Thick-Fat,Hustle,9,75,71,70,40,80,77
647,5,5,Guts,Run-Away,Hustle,4,30,56,35,25,35,72
648,17,5,Gluttony,Thick-Fat,Hustle,4,30,56,35,25,35,72
649,15,12,Air-Lock,N,N,10,105,150,90,150,90,95
650,15,12,Delta-Stream,N,N,1,105,180,100,180,100,115
651,14,14,Clear-Body,Ice-Body,N,8,80,50,100,100,200,50
652,5,5,Slow-Start,N,N,8,110,160,110,80,110,100
653,11,11,Clear-Body,Sturdy,N,6,80,100,200,50,100,50
654,16,16,Clear-Body,Light-Metal,N,9,80,75,150,75,150,50
655,11,3,Rock-Head,Swift-Swim,Sturdy,8,100,90,130,45,65,55
656,3,3,Hustle,Sniper,Moody,4,35,65,35,65,35,65
657,15,2,Turboblaze,N,N,10,100,120,100,150,120,90
658,10,10,Magic-Guard,Regenerator,Overcoat,9,110,65,75,125,85,30
659,8,11,Lightning-Rod,Rock-Head,Reckless,12,105,130,120,45,45,40
660,8,11,Lightning-Rod,Rock-Head,Reckless,4,80,85,95,30,30,25
661,8,11,Lightning-Rod,Solid-Rock,Reckless,9,115,140,130,55,55,40
662,4,18,Honey-Gather,Sweet-Veil,Shield-Dust,9,60,55,60,95,70,124
663,9,9,Inner-Focus,Steadfast,Prankster,4,40,70,40,35,40,60
664,11,11,Keen-Eye,Vital-Spirit,Steadfast,4,45,65,40,30,40,60
665,11,11,Sand-Force,Weak-Armor,Sturdy,4,55,75,85,25,25,15
666,1,6,Leaf-Guard,Poison-Point,Natural-Cure,12,50,60,45,100,80,65
667,1,6,Natural-Cure,Technician,Poison-Point,9,60,70,65,125,105,90
668,7,13,Levitate,N,N,6,50,50,77,95,77,91
669,7,12,Levitate,N,N,8,50,65,107,105,107,86
670,7,14,Levitate,N,N,8,50,65,107,105,107,86
671,7,2,Levitate,N,N,9,50,65,107,105,107,86
672,7,1,Levitate,N,N,9,50,65,107,105,107,86
673,7,3,Levitate,N,N,7,50,65,107,105,107,86
674,12,1,Long-Reach,Overgrow,N,4,68,55,55,50,50,42
675,12,5,Hustle,Sheer-Force,Keen-Eye,4,70,83,50,37,50,60
676,17,13,Keen-Eye,Stall,Prankster,9,50,75,75,65,65,50
677,17,13,Magic-Bounce,N,N,7,50,85,125,85,115,20
678,15,12,Intimidate,Moxie,N,7,95,135,80,110,80,100
679,15,12,Aerilate,N,N,10,95,145,130,120,90,120
680,2,6,Corrosion,Oblivious,N,4,48,44,40,71,40,77
681,2,6,Corrosion,Oblivious,N,9,68,64,60,111,60,117
682,3,3,Shell-Armor,Torrent,N,6,95,100,85,108,70,70
683,17,8,Anger-Point,Moxie,Intimidate,4,50,72,35,35,35,65
684,8,8,Sand-Rush,Sand-Veil,N,4,50,75,85,20,30,40
685,14,16,Slush-Rush,Snow-Cloak,N,4,50,75,90,10,35,40
686,8,8,Sand-Rush,Sand-Veil,N,6,75,100,110,45,55,65
687,14,16,Slush-Rush,Snow-Cloak,N,9,75,100,120,25,65,65
688,13,8,Sand-Veil,Water-Compaction,N,4,55,55,80,70,45,15
689,9,9,Inner-Focus,Sturdy,Mold-Breaker,9,75,125,75,30,75,85
690,1,5,Chlorophyll,Serene-Grace,Sap-Sipper,8,80,100,70,60,70,95
691,4,4,Compound-Eyes,Shield-Dust,Friend-Guard,4,38,35,40,27,25,35
692,1,1,Overgrow,Unburden,N,6,70,85,65,105,85,120
693,15,1,Lightning-Rod,N,N,5,70,110,75,145,85,145
694,4,16,Light-Metal,Technician,Swarm,11,70,130,100,55,80,65
695,4,16,Technician,N,N,7,70,150,140,65,100,75
696,4,6,Poison-Point,Swarm,Speed-Boost,7,60,100,89,55,69,112
697,17,9,Intimidate,Shed-Skin,Moxie,9,65,90,115,45,115,58
698,17,9,Intimidate,Shed-Skin,Moxie,4,50,75,70,35,70,48
699,4,12,Steadfast,Technician,Swarm,12,70,110,80,55,80,105
700,3,3,Damp,Sniper,Poison-Point,12,55,65,95,95,45,85
701,3,3,Lightning-Rod,Water-Veil,Swift-Swim,8,80,92,65,65,80,68
702,14,3,Ice-Body,Thick-Fat,Oblivious,12,90,60,70,75,70,45
703,1,1,Chlorophyll,Pickpocket,Early-Bird,4,40,40,50,30,30,30
704,3,3,Hydration,Thick-Fat,Ice-Body,4,65,45,55,45,70,45
705,8,3,Poison-Touch,Water-Absorb,Swift-Swim,9,105,95,75,85,75,74
706,5,5,Frisk,Run-Away,Keen-Eye,4,35,46,34,35,45,20
707,1,1,Contrary,Overgrow,N,2,75,75,95,75,95,113
708,1,1,Contrary,Overgrow,N,12,60,60,75,60,75,83
709,6,6,Infiltrator,Shed-Skin,N,8,73,100,60,100,60,65
710,4,1,Chlorophyll,Swarm,Overcoat,4,45,53,70,40,60,42
711,17,3,Rough-Skin,Speed-Boost,N,9,70,120,40,95,40,95
712,17,3,Strong-Jaw,N,N,11,70,140,70,110,65,105
713,1,1,Natural-Cure,N,N,9,100,100,100,100,100,100
714,12,1,Serene-Grace,N,N,10,100,103,75,120,75,127
715,4,13,Wonder-Guard,N,N,8,1,90,45,30,30,40
716,15,15,Overcoat,Rock-Head,N,12,65,95,100,60,50,50
717,3,3,Overcoat,Skill-Link,Shell-Armor,4,30,65,100,45,25,40
718,3,3,Sand-Force,Storm-Drain,Sticky-Hold,4,76,48,48,57,62,34
719,4,4,Hydration,Shell-Armor,Overcoat,4,50,40,85,40,65,25
720,11,16,Soundproof,Sturdy,N,4,30,42,118,42,88,30
721,17,1,Chlorophyll,Pickpocket,Early-Bird,6,90,100,60,90,60,80
722,18,1,Effect-Spore,Rain-Dish,Illuminate,9,60,45,80,90,100,30
723,7,7,Guts,Rivalry,Intimidate,4,45,65,34,40,34,45
724,1,1,Effect-Spore,Quick-Feet,Poison-Heal,4,60,40,60,40,60,35
725,4,11,Contrary,Sturdy,Gluttony,9,20,10,230,10,230,5
726,13,13,Cursed-Body,Insomnia,Frisk,4,44,75,35,63,33,45
727,12,10,Magic-Guard,Wonder-Skin,Tinted-Lens,9,72,58,80,103,80,97
728,4,4,Shed-Skin,N,N,12,50,35,55,25,25,15
729,5,5,RKS-System,N,N,9,95,95,95,95,95,95
730,4,4,RKS-System,N,N,9,95,95,95,95,95,95
731,17,17,RKS-System,N,N,9,95,95,95,95,95,95
732,15,15,RKS-System,N,N,9,95,95,95,95,95,95
733,7,7,RKS-System,N,N,9,95,95,95,95,95,95
734,18,18,RKS-System,N,N,9,95,95,95,95,95,95
735,9,9,RKS-System,N,N,9,95,95,95,95,95,95
736,2,2,RKS-System,N,N,9,95,95,95,95,95,95
737,12,12,RKS-System,N,N,9,95,95,95,95,95,95
738,13,13,RKS-System,N,N,9,95,95,95,95,95,95
739,1,1,RKS-System,N,N,9,95,95,95,95,95,95
740,8,8,RKS-System,N,N,9,95,95,95,95,95,95
741,14,14,RKS-System,N,N,9,95,95,95,95,95,95
742,6,6,RKS-System,N,N,9,95,95,95,95,95,95
743,10,10,RKS-System,N,N,9,95,95,95,95,95,95
744,11,11,RKS-System,N,N,9,95,95,95,95,95,95
745,16,16,RKS-System,N,N,9,95,95,95,95,95,95
