@RELATION pokemon

@ATTRIBUTE Pokemon STRING
@ATTRIBUTE Tipo1 NUMERIC {1 - 18}
@ATTRIBUTE Tipo2 NUMERIC {1 - 18}
@ATTRIBUTE Ability1 STRING
@ATTRIBUTE Ability2 STRING
@ATTRIBUTE Ability3 STRING
@ATTRIBUTE class NUMERIC {1 - 12}
@ATTRIBUTE HP NUMERIC {1 - 255}
@ATTRIBUTE Atk NUMERIC {5 - 190}
@ATTRIBUTE Def NUMERIC {5 - 230}
@ATTRIBUTE SpA NUMERIC {10 - 194}
@ATTRIBUTE SpD NUMERIC {20 - 230}
@ATTRIBUTE Spe NUMERIC {5 - 180}

@DATA
Greninja-Ash,17,3,Battle-Bond,N,N,7,72,145,67,153,71,132
Grimer,6,6,Poison-Touch,Sticky-Hold,Stench,4,80,80,50,40,50,25
Grimer-Alola,17,6,Gluttony,Power-of-Alchemy,Poison-Touch,4,80,80,50,40,50,25
Grotle,1,1,Overgrow,Shell-Armor,N,12,75,89,85,55,65,36
Groudon,8,8,Drought,N,N,10,100,150,140,100,90,90
Groudon-Primal,2,8,Desolate-Land,N,N,10,100,180,160,150,90,90
Grovyle,1,1,Overgrow,Unburden,N,12,50,65,45,85,65,95
Growlithe,2,2,Flash-Fire,Justified,Intimidate,4,55,70,45,70,50,60
Grubbin,4,4,Swarm,N,N,4,47,62,45,55,45,46
Grumpig,10,10,Gluttony,Thick-Fat,Own-Tempo,8,80,45,65,90,110,80
Gulpin,6,6,Gluttony,Sticky-Hold,Liquid-Ooze,4,70,43,53,43,53,40
Gumshoos,5,5,Adaptability,Strong-Jaw,Stakeout,9,88,110,60,55,60,45
Gurdurr,9,9,Guts,Sheer-Force,Iron-Fist,12,85,105,85,40,50,40
Guzzlord,17,15,Beast-Boost,N,N,9,223,101,53,97,53,43
Gyarados,12,3,Intimidate,Moxie,N,2,95,125,79,60,100,81
Gyarados-Mega,17,3,Mold-Breaker,N,N,7,95,155,109,70,130,81
Hakamo-o,15,9,Bulletproof,Soundproof,Overcoat,12,55,75,90,65,70,65
Happiny,5,5,Friend-Guard,Serene-Grace,Natural-Cure,4,100,5,5,15,65,30
Hariyama,9,9,Guts,Thick-Fat,Sheer-Force,6,144,120,60,40,60,50
Haunter,13,6,Levitate,N,N,12,45,50,45,115,55,95
Hawlucha,9,12,Limber,Unburden,Mold-Breaker,3,78,92,77,74,63,118
Haxorus,15,15,Mold-Breaker,Unnerve,Rivalry,11,76,147,90,60,70,97
Heatmor,2,2,Flash-Fire,White-Smoke,Gluttony,8,85,97,66,105,66,65
Heatran,2,16,Flash-Fire,N,N,7,91,90,106,130,106,77
Heliolisk,7,5,Dry-Skin,Solar-Power,Sand-Veil,9,62,55,52,109,94,109
Helioptile,7,5,Dry-Skin,Solar-Power,Sand-Veil,4,44,38,33,61,43,70
Heracross,4,9,Guts,Swarm,Moxie,9,80,125,75,40,95,85
Heracross-Mega,4,9,Skill-Link,N,N,5,80,185,115,40,105,75
Herdier,5,5,Intimidate,Scrappy,Sand-Rush,12,65,80,65,35,65,60
Hippopotas,8,8,Sand-Force,Sand-Stream,N,4,68,72,78,38,42,32
Hippowdon,8,8,Sand-Force,Sand-Stream,N,11,108,112,118,68,72,47
Hitmonchan,9,9,Inner-Focus,Keen-Eye,Iron-Fist,6,50,105,79,35,110,76
Hitmonlee,9,9,Limber,Unburden,Reckless,9,50,120,53,35,110,87
Hitmontop,9,9,Intimidate,Technician,Steadfast,9,50,95,95,35,110,70
Ho-Oh,2,12,Pressure,Regenerator,N,10,106,130,90,110,154,90
Honchkrow,17,12,Insomnia,Super-Luck,Moxie,9,100,125,52,105,52,71
Honedge,13,16,No-Guard,N,N,4,45,80,100,35,37,28
Hoopa,13,10,Magician,N,N,9,80,110,60,150,130,70
Hoopa-Unbound,17,10,Magician,N,N,7,80,160,60,170,130,80
Hoothoot,12,5,Insomnia,Tinted-Lens,Keen-Eye,4,60,30,30,36,56,50
Hoppip,12,1,Chlorophyll,Leaf-Guard,Infiltrator,4,35,35,40,35,55,50
Horsea,3,3,Damp,Swift-Swim,Sniper,4,30,40,70,70,25,60
Houndoom,17,2,Early-Bird,Unnerve,Flash-Fire,9,75,90,50,110,80,95
Houndoom-Mega,17,2,Solar-Power,N,N,5,75,90,90,140,90,115
Houndour,17,2,Early-Bird,Unnerve,Flash-Fire,4,45,60,30,80,50,65
Huntail,3,3,Swift-Swim,Water-Veil,N,8,55,104,105,94,75,52
Hydreigon,17,15,Levitate,N,N,11,92,105,90,125,90,98
Hypno,10,10,Forewarn,Insomnia,Inner-Focus,8,85,73,70,73,115,67
Igglybuff,18,5,Competitive,Friend-Guard,Cute-Charm,4,90,30,15,40,20,15
Illumise,4,4,Oblivious,Tinted-Lens,Prankster,8,65,47,75,73,85,85
Incineroar,17,2,Blaze,Intimidate,N,9,95,115,90,80,90,60
Infernape,9,2,Blaze,Iron-Fist,N,11,76,104,71,104,71,108
Inkay,17,10,Contrary,Suction-Cups,Infiltrator,4,53,54,53,37,46,45
Ivysaur,1,6,Chlorophyll,Overgrow,N,12,60,62,63,80,80,60
Jangmo-o,15,15,Bulletproof,Soundproof,Overcoat,4,45,55,65,45,45,45
Jellicent,13,3,Cursed-Body,Water-Absorb,Damp,9,100,60,70,85,105,60
Jigglypuff,18,5,Competitive,Friend-Guard,Cute-Charm,12,115,45,20,45,25,20
Jirachi,10,16,Serene-Grace,N,N,7,100,100,100,100,100,100
Jolteon,7,7,Quick-Feet,Volt-Absorb,N,9,65,65,60,110,95,130
Joltik,4,7,Compound-Eyes,Unnerve,Swarm,4,50,47,50,57,50,65
Jumpluff,12,1,Chlorophyll,Leaf-Guard,Infiltrator,8,75,55,70,55,95,110
Jynx,14,10,Dry-Skin,Oblivious,Forewarn,6,65,50,35,115,95,95
Kabuto,11,3,Battle-Armor,Weak-Armor,Swift-Swim,4,30,80,90,55,45,55
Kabutops,11,3,Battle-Armor,Weak-Armor,Swift-Swim,9,60,115,105,65,70,80
Kadabra,10,10,Inner-Focus,Synchronize,Magic-Guard,12,40,35,30,120,70,105
Kakuna,4,6,Shed-Skin,N,N,12,45,25,50,25,25,35
Kangaskhan,5,5,Early-Bird,Scrappy,Inner-Focus,6,105,95,80,40,80,90
Kangaskhan-Mega,5,5,Parental-Bond,N,N,10,105,125,100,60,100,100
Karrablast,4,4,No-Guard,Swarm,Shed-Skin,4,50,75,45,40,45,60
Kartana,1,16,Beast-Boost,N,N,7,59,181,131,59,31,109
Kecleon,5,5,Color-Change,Protean,N,6,60,90,70,60,120,40
Keldeo,9,3,Justified,N,N,11,91,72,90,129,90,108
Kingdra,15,3,Damp,Swift-Swim,Sniper,9,75,95,95,95,95,85
Kingler,3,3,Hyper-Cutter,Shell-Armor,Sheer-Force,8,55,130,115,50,50,75
Kirlia,18,10,Synchronize,Trace,Telepathy,12,38,35,35,65,55,50
Klang,16,16,Clear-Body,Plus,Minus,12,60,80,95,70,85,50
Klefki,18,16,Magician,Prankster,N,11,57,80,91,80,87,75
Klink,16,16,Clear-Body,Plus,Minus,4,40,55,70,45,60,30
Klinklang,16,16,Clear-Body,Plus,Minus,6,60,100,115,70,85,90
Koffing,6,6,Levitate,N,N,4,40,65,95,60,45,35
Komala,5,5,Comatose,N,N,9,65,115,65,75,95,65
Kommo-o,15,9,Bulletproof,Soundproof,Overcoat,9,75,110,125,100,105,85
Krabby,3,3,Hyper-Cutter,Shell-Armor,Sheer-Force,4,30,105,90,25,25,50
Kricketot,4,4,Run-Away,Shed-Skin,N,4,37,25,41,25,41,25
Kricketune,4,4,Swarm,Technician,N,8,77,85,51,55,51,65
Krokorok,17,8,Anger-Point,Moxie,Intimidate,12,60,82,45,45,45,74
Krookodile,17,8,Anger-Point,Moxie,Intimidate,11,95,117,80,65,70,92
Kyogre,3,3,Drizzle,N,N,10,100,100,90,150,140,90
Kyogre-Primal,3,3,Primordial-Sea,N,N,10,100,150,90,180,160,90
Kyurem,15,14,Pressure,N,N,3,125,130,90,130,90,95
Kyurem-Black,15,14,Teravolt,N,N,2,125,170,100,120,90,95
Kyurem-White,15,14,Turboblaze,N,N,10,125,120,90,170,100,95
Lairon,11,16,Heavy-Metal,Sturdy,Rock-Head,12,60,90,140,50,50,40
Lampent,2,13,Flame-Body,Infiltrator,Flash-Fire,12,60,40,60,95,60,55
Landorus,12,8,Sand-Force,Sheer-Force,N,10,89,125,90,115,80,101
Landorus-Therian,12,8,Intimidate,N,N,7,89,145,90,105,80,91
Lanturn,7,3,Illuminate,Water-Absorb,Volt-Absorb,6,125,58,58,76,76,67
Lapras,14,3,Hydration,Water-Absorb,Shell-Armor,8,130,85,80,85,95,60
Larvesta,4,2,Flame-Body,Swarm,N,4,55,85,55,50,55,60
Larvitar,8,11,Guts,Sand-Veil,N,4,50,64,50,45,50,41
Latias,15,10,Levitate,N,N,11,80,80,90,110,130,110
Latias-Mega,15,10,Levitate,N,N,5,80,100,120,140,150,110
Latios,15,10,Levitate,N,N,7,80,90,80,130,110,110
Latios-Mega,15,10,Levitate,N,N,5,80,130,100,160,120,110
Leafeon,1,1,Chlorophyll,Leaf-Guard,N,8,65,110,130,60,65,95
Leavanny,4,1,Chlorophyll,Swarm,Overcoat,8,75,103,80,70,80,92
Ledian,4,12,Early-Bird,Swarm,Iron-Fist,8,55,35,50,55,110,85
Ledyba,4,12,Early-Bird,Swarm,Rattled,4,40,20,30,40,80,55
Lickilicky,5,5,Cloud-Nine,Own-Tempo,Oblivious,8,110,85,95,80,95,50
Lickitung,5,5,Cloud-Nine,Own-Tempo,Oblivious,4,90,55,75,60,75,30
Liepard,17,17,Limber,Unburden,Prankster,6,64,88,50,88,50,106
Lileep,1,11,Storm-Drain,Suction-Cups,N,4,66,41,77,61,87,23
Lilligant,1,1,Chlorophyll,Own-Tempo,Leaf-Guard,6,70,60,75,110,75,90
Lillipup,5,5,Pickup,Vital-Spirit,Run-Away,4,45,60,45,25,45,55
Linoone,5,5,Gluttony,Quick-Feet,Pickup,8,78,70,61,50,61,100
Litleo,2,5,Moxie,Unnerve,Rivalry,4,62,50,58,73,54,72
Litten,2,2,Blaze,Intimidate,N,4,45,65,40,60,40,70
Litwick,2,13,Flame-Body,Infiltrator,Flash-Fire,4,50,30,55,65,55,20
Lombre,1,3,Own-Tempo,Swift-Swim,Rain-Dish,12,60,50,50,60,70,50
Lopunny,5,5,Cute-Charm,Limber,Klutz,8,65,76,84,54,96,105
Lopunny-Mega,9,5,Scrappy,N,N,5,65,136,94,54,96,135
Lotad,1,3,Own-Tempo,Swift-Swim,Rain-Dish,4,40,30,30,40,50,30
Loudred,5,5,Scrappy,Soundproof,N,12,84,71,43,71,43,48
Lucario,9,16,Inner-Focus,Steadfast,Justified,3,70,110,70,115,70,90
Lucario-Mega,9,16,Adaptability,N,N,10,70,145,88,140,70,112
Ludicolo,1,3,Own-Tempo,Swift-Swim,Rain-Dish,6,80,70,70,90,100,70
Lugia,12,10,Multiscale,Pressure,N,10,106,90,130,90,154,110
Lumineon,3,3,Storm-Drain,Water-Veil,Swift-Swim,8,69,69,76,69,86,91
Lunala,13,10,Shadow-Shield,N,N,10,137,113,89,137,107,97
Lunatone,10,11,Levitate,N,N,8,90,55,65,95,85,70
Lurantis,1,1,Contrary,Leaf-Guard,N,9,70,105,90,80,90,45
Luvdisc,3,3,Hydration,Swift-Swim,N,8,43,30,55,40,65,97
Luxio,7,7,Guts,Rivalry,Intimidate,12,60,85,49,60,49,60
Luxray,7,7,Guts,Rivalry,Intimidate,8,80,120,79,95,79,70
Lycanroc,11,11,Keen-Eye,Steadfast,Sand-Rush,9,75,115,65,55,65,112
Lycanroc-Midnight,11,11,Keen-Eye,Vital-Spirit,No-Guard,9,85,115,75,55,75,82
Machamp,9,9,Guts,Steadfast,No-Guard,9,90,130,80,65,85,55
Machoke,9,9,Guts,Steadfast,No-Guard,12,80,100,70,50,60,45
Machop,9,9,Guts,Steadfast,No-Guard,4,70,80,50,35,35,35
Magby,2,2,Flame-Body,Vital-Spirit,N,4,45,75,37,70,55,83
Magcargo,2,11,Flame-Body,Weak-Armor,Magma-Armor,8,60,50,120,90,80,30
Magearna,18,16,Soul-Heart,N,N,7,80,95,115,130,115,65
Magikarp,3,3,Rattled,Swift-Swim,N,4,20,10,55,15,20,80
Magmar,2,2,Flame-Body,Vital-Spirit,N,12,65,95,57,100,85,93
Magmortar,2,2,Flame-Body,Vital-Spirit,N,6,75,95,67,125,95,83
Magnemite,7,16,Analytic,Sturdy,Magnet-Pull,4,25,35,70,95,55,45
Magneton,7,16,Analytic,Sturdy,Magnet-Pull,11,50,60,95,120,70,70
Magnezone,7,16,Analytic,Sturdy,Magnet-Pull,7,70,70,115,130,90,60
Makuhita,9,9,Guts,Thick-Fat,Sheer-Force,4,72,60,30,20,30,25
Malamar,17,10,Contrary,Suction-Cups,Infiltrator,6,86,92,88,68,75,73
Mamoswine,8,14,Oblivious,Thick-Fat,Snow-Cloak,7,110,130,80,70,60,80
Manaphy,3,3,Hydration,N,N,7,100,100,100,100,100,100
Mandibuzz,17,12,Big-Pecks,Weak-Armor,Overcoat,11,110,65,105,55,95,80
Manectric,7,7,Lightning-Rod,Static,Minus,6,70,75,60,105,60,105
Manectric-Mega,7,7,Intimidate,N,N,5,70,75,80,135,80,135
Mankey,9,9,Anger-Point,Vital-Spirit,Defiant,4,40,80,35,35,45,70
Mantine,12,3,Swift-Swim,Water-Veil,Water-Absorb,9,85,40,70,80,140,70
Mantyke,12,3,Swift-Swim,Water-Veil,Water-Absorb,4,45,20,50,60,120,50
Maractus,1,1,Chlorophyll,Water-Absorb,Storm-Drain,8,75,86,67,106,67,60
Mareanie,6,3,Limber,Regenerator,Merciless,4,50,53,62,43,52,45
Mareep,7,7,Plus,Static,N,4,55,40,40,65,45,35
Marill,18,3,Huge-Power,Thick-Fat,Sap-Sipper,12,70,20,50,20,50,40
Marowak,8,8,Battle-Armor,Rock-Head,Lightning-Rod,8,60,80,110,50,80,45
Marowak-Alola,2,13,Cursed-Body,Rock-Head,Lightning-Rod,7,60,80,110,50,80,45
Marshadow,9,13,Technician,N,N,5,90,125,80,90,90,125
Marshtomp,8,3,Damp,Torrent,N,12,70,85,70,60,70,50
Masquerain,4,12,Intimidate,Unnerve,N,8,70,60,62,100,82,80
Mawile,18,16,Hyper-Cutter,Sheer-Force,Intimidate,8,50,85,85,55,55,50
Mawile-Mega,18,16,Huge-Power,N,N,7,50,105,125,55,95,50
Medicham,9,10,Pure-Power,Telepathy,N,9,60,60,75,60,75,80
Medicham-Mega,9,10,Pure-Power,N,N,5,60,100,85,80,85,100
Meditite,9,10,Pure-Power,Telepathy,N,12,30,40,55,40,55,60
Meganium,1,1,Leaf-Guard,Overgrow,N,8,80,82,100,83,100,80
Meloetta,5,10,Serene-Grace,N,N,9,100,77,77,128,128,90
Meloetta-Pirouette,9,5,Serene-Grace,N,N,9,100,128,90,77,77,128
Meowstic-F,10,10,Competitive,Keen-Eye,Infiltrator,8,74,48,76,83,81,104
Meowstic-M,10,10,Infiltrator,Prankster,Keen-Eye,8,74,48,76,83,81,104
Meowth,5,5,Pickup,Unnerve,Technician,4,40,45,35,40,40,90
Meowth-Alola,17,17,Pickup,Technician,Rattled,4,40,35,35,50,40,90
Mesprit,10,10,Levitate,N,N,6,80,105,105,105,105,80
Metagross,10,16,Clear-Body,Light-Metal,N,11,80,135,130,95,90,70
Metagross-Mega,10,16,Tough-Claws,N,N,7,80,145,150,105,110,110
Metang,10,16,Clear-Body,Light-Metal,N,12,60,75,100,55,80,50
Metapod,4,4,Shed-Skin,N,N,12,50,20,55,25,25,30
Mew,10,10,Synchronize,N,N,11,100,100,100,100,100,100
Mewtwo,10,10,Pressure,Unnerve,N,10,106,110,90,154,90,130
Mewtwo-Mega-X,9,10,Steadfast,N,N,5,106,190,100,154,100,130
Mewtwo-Mega-Y,10,10,Insomnia,N,N,5,106,150,70,194,120,140
Mienfoo,9,9,Inner-Focus,Regenerator,Reckless,4,45,85,50,55,50,65
Mienshao,9,9,Inner-Focus,Regenerator,Reckless,11,65,125,60,95,60,105
Mightyena,17,17,Intimidate,Quick-Feet,Moxie,8,70,90,70,60,60,70
Milotic,3,3,Competitive,Marvel-Scale,Cute-Charm,9,95,60,79,100,125,81
Miltank,5,5,Sap-Sipper,Thick-Fat,Scrappy,6,95,80,105,40,70,100
Mime-Jr.,18,10,Filter,Technician,Soundproof,4,20,25,45,70,90,60
Mimikyu,18,13,Disguise,N,N,7,55,90,80,50,105,96
Minccino,5,5,Cute-Charm,Technician,Skill-Link,4,55,50,40,40,40,75
Minior,12,11,Shields-Down,N,N,9,60,100,60,100,60,120
Minior-Meteor,12,11,Shields-Down,N,N,9,60,60,100,60,100,60
Minun,7,7,Minus,Volt-Absorb,N,8,60,40,50,75,85,95
Misdreavus,13,13,Levitate,N,N,12,60,60,60,85,85,85
Mismagius,13,13,Levitate,N,N,6,60,60,60,105,105,105
Moltres,2,12,Flame-Body,Pressure,N,9,90,100,90,125,85,90
Monferno,9,2,Blaze,Iron-Fist,N,12,64,78,52,78,52,81
Morelull,18,1,Effect-Spore,Rain-Dish,Illuminate,4,40,35,55,65,75,15
Mothim,4,12,Swarm,Tinted-Lens,N,8,70,94,50,94,50,66
Mr.-Mime,18,10,Filter,Technician,Soundproof,8,40,45,65,100,120,90
Mudbray,8,8,Inner-Focus,Stamina,Own-Tempo,4,70,100,70,45,55,45
Mudkip,3,3,Damp,Torrent,N,4,50,70,50,50,50,40
Mudsdale,8,8,Inner-Focus,Stamina,Own-Tempo,9,100,125,100,55,85,35
Muk,6,6,Poison-Touch,Sticky-Hold,Stench,8,105,105,75,65,100,50
Muk-Alola,17,6,Gluttony,Power-of-Alchemy,Poison-Touch,7,105,105,75,65,100,50
Munchlax,5,5,Gluttony,Thick-Fat,Pickup,4,135,85,40,40,85,5
Munna,10,10,Forewarn,Telepathy,Synchronize,4,76,25,45,67,55,24
Murkrow,17,12,Insomnia,Super-Luck,Prankster,12,60,85,42,85,42,91
Musharna,10,10,Forewarn,Telepathy,Synchronize,8,116,55,85,107,95,29
Natu,12,10,Early-Bird,Synchronize,Magic-Bounce,4,40,50,45,70,45,70
Necrozma,10,10,Prism-Armor,N,N,9,97,107,101,127,89,79
Nidoking,8,6,Poison-Point,Sheer-Force,Rivalry,11,81,102,77,85,75,85
Nidoqueen,8,6,Poison-Point,Sheer-Force,Rivalry,9,90,92,87,75,85,76
Nidoran-F,6,6,Hustle,Rivalry,Poison-Point,4,55,47,52,40,40,41
Nidoran-M,6,6,Hustle,Rivalry,Poison-Point,4,46,57,40,40,40,50
Nidorina,6,6,Hustle,Rivalry,Poison-Point,12,70,62,67,55,55,56
Nidorino,6,6,Hustle,Rivalry,Poison-Point,12,61,72,57,55,55,65
Nihilego,6,11,Beast-Boost,N,N,7,109,53,47,127,131,103
Nincada,4,8,Compound-Eyes,Run-Away,N,4,31,45,90,30,30,40
Ninetales,2,2,Drought,Flash-Fire,N,6,73,76,75,81,100,100
Ninetales-Alola,18,14,Snow-Cloak,Snow-Warning,N,11,73,67,75,81,100,109
Ninjask,4,12,Infiltrator,Speed-Boost,N,8,61,90,45,50,50,160
Noctowl,12,5,Insomnia,Tinted-Lens,Keen-Eye,8,100,50,50,86,96,70
Noibat,15,12,Frisk,Telepathy,Infiltrator,4,40,30,35,45,40,55
Noivern,15,12,Frisk,Telepathy,Infiltrator,9,85,70,80,97,80,123
Nosepass,11,11,Magnet-Pull,Sturdy,Sand-Force,4,30,45,135,45,90,30
Numel,2,8,Oblivious,Simple,Own-Tempo,4,60,60,40,65,45,35
Nuzleaf,17,1,Chlorophyll,Pickpocket,Early-Bird,12,70,70,40,60,40,60
Octillery,3,3,Moody,Suction-Cups,Sniper,8,75,105,75,105,75,45
Oddish,1,6,Chlorophyll,Run-Away,N,4,45,50,55,75,65,30
Omanyte,11,3,Shell-Armor,Weak-Armor,Swift-Swim,4,35,40,100,90,55,35
Omastar,11,3,Shell-Armor,Weak-Armor,Swift-Swim,6,70,60,125,115,70,55
Onix,8,11,Rock-Head,Weak-Armor,Sturdy,4,35,45,160,30,45,70
Oranguru,5,10,Inner-Focus,Telepathy,Symbiosis,9,90,60,80,90,110,60
Oricorio,2,12,Dancer,N,N,9,75,70,70,98,70,93
Oricorio-Pau,12,10,Dancer,N,N,9,75,70,70,98,70,93
Oricorio-Pom-Pom,7,12,Dancer,N,N,9,75,70,70,98,70,93
Oricorio-Sensu,12,13,Dancer,N,N,9,75,70,70,98,70,93
Oshawott,3,3,Shell-Armor,Torrent,N,4,55,55,45,63,45,45
Pachirisu,7,7,Pickup,Volt-Absorb,Run-Away,8,60,45,70,45,90,95
Palkia,15,3,Pressure,Telepathy,N,10,90,120,100,150,120,100
Palossand,13,8,Sand-Veil,Water-Compaction,N,9,85,75,110,100,75,35
Palpitoad,8,3,Hydration,Water-Absorb,Swift-Swim,12,75,65,55,65,55,69
Pancham,9,9,Iron-Fist,Scrappy,Mold-Breaker,4,67,82,62,46,48,43
Pangoro,17,9,Iron-Fist,Scrappy,Mold-Breaker,9,95,124,78,69,71,58
Panpour,3,3,Gluttony,Torrent,N,4,50,53,48,53,48,64
Pansage,1,1,Gluttony,Overgrow,N,4,50,53,48,53,48,64
Pansear,2,2,Blaze,Gluttony,N,4,50,53,48,53,48,64
Paras,4,1,Damp,Effect-Spore,Dry-Skin,4,35,70,55,45,55,25
Parasect,4,1,Damp,Effect-Spore,Dry-Skin,8,60,95,80,60,80,30
Passimian,9,9,Defiant,Receiver,N,9,100,120,90,40,60,80
Patrat,5,5,Analytic,Run-Away,Keen-Eye,4,45,55,39,35,39,42
Pawniard,17,16,Defiant,Pressure,Inner-Focus,4,45,85,70,40,40,60
Pelipper,12,3,Drizzle,Rain-Dish,Keen-Eye,7,60,50,100,95,70,65
Persian,5,5,Limber,Unnerve,Technician,8,65,70,60,65,65,115
Persian-Alola,17,17,Fur-Coat,Technician,Rattled,9,65,60,60,75,65,115
Petilil,1,1,Chlorophyll,Own-Tempo,Leaf-Guard,4,45,35,50,70,50,30
Phanpy,8,8,Pickup,Sand-Veil,N,4,90,60,60,40,40,40
Phantump,13,1,Frisk,Natural-Cure,Harvest,4,43,70,48,50,60,38
Pheromosa,4,9,Beast-Boost,N,N,10,71,137,37,137,37,151
Phione,3,3,Hydration,N,N,8,80,80,80,80,80,80
Pichu,7,7,Lightning-Rod,Static,N,4,20,40,15,35,35,60
Pidgeot,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,8,83,80,75,70,70,101
Pidgeot-Mega,12,5,No-Guard,N,N,5,83,80,80,135,80,121
Pidgeotto,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,12,63,60,55,50,50,71
Pidgey,12,5,Big-Pecks,Tangled-Feet,Keen-Eye,4,40,45,40,35,35,56
Pidove,12,5,Big-Pecks,Super-Luck,Rivalry,4,50,55,50,36,30,43
Pignite,9,2,Blaze,Thick-Fat,N,12,90,93,55,70,55,55
Pikachu,7,7,Lightning-Rod,Static,N,12,35,55,40,50,50,90
Pikipek,12,5,Keen-Eye,Skill-Link,Pickup,4,35,75,30,30,30,65
Piloswine,8,14,Oblivious,Thick-Fat,Snow-Cloak,6,100,100,80,60,60,50
Pineco,4,4,Overcoat,Sturdy,N,4,50,65,90,35,35,15
Pinsir,4,4,Hyper-Cutter,Moxie,Mold-Breaker,6,65,125,100,55,70,85
Pinsir-Mega,4,12,Aerilate,N,N,7,65,155,120,65,90,105
Piplup,3,3,Defiant,Torrent,N,4,53,51,53,61,56,40
Plusle,7,7,Lightning-Rod,Plus,N,8,60,50,40,85,75,95
Politoed,3,3,Damp,Water-Absorb,Drizzle,9,90,75,75,90,100,70
Poliwag,3,3,Damp,Water-Absorb,Swift-Swim,4,40,50,40,40,40,90
Poliwhirl,3,3,Damp,Water-Absorb,Swift-Swim,12,65,65,65,50,50,90
Poliwrath,9,3,Damp,Water-Absorb,Swift-Swim,6,90,95,95,70,90,70
Ponyta,2,2,Flame-Body,Run-Away,Flash-Fire,4,50,85,55,65,65,90
Poochyena,17,17,Quick-Feet,Run-Away,Rattled,4,35,55,35,30,30,35
Popplio,3,3,Liquid-Voice,Torrent,N,4,50,54,54,66,56,40
Porygon,5,5,Analytic,Trace,Download,12,65,60,70,85,75,40
Porygon-Z,5,5,Adaptability,Download,Analytic,2,85,80,70,135,75,90
Porygon2,5,5,Analytic,Trace,Download,9,85,80,90,105,95,60
Primarina,18,3,Liquid-Voice,Torrent,N,11,80,74,74,126,116,60
Primeape,9,9,Anger-Point,Vital-Spirit,Defiant,6,65,105,60,60,70,95
Prinplup,3,3,Defiant,Torrent,N,12,64,66,68,81,76,50
Probopass,11,16,Magnet-Pull,Sturdy,Sand-Force,8,60,55,145,75,150,40
Psyduck,3,3,Cloud-Nine,Swift-Swim,Damp,4,50,52,48,65,50,55
Pumpkaboo,13,1,Frisk,Pickup,Insomnia,4,49,66,70,44,55,51
Pumpkaboo-Large,13,1,Frisk,Pickup,Insomnia,4,54,66,70,44,55,46
Pumpkaboo-Small,13,1,Frisk,Pickup,Insomnia,4,44,66,70,44,55,56
Pumpkaboo-Super,13,1,Frisk,Pickup,Insomnia,4,59,66,70,44,55,41
Pupitar,8,11,Shed-Skin,N,N,12,70,84,70,65,70,51
Purrloin,17,17,Limber,Unburden,Prankster,4,41,50,37,50,37,66
Purugly,5,5,Defiant,Thick-Fat,Own-Tempo,8,71,82,64,64,59,112
Pyroar,2,5,Moxie,Unnerve,Rivalry,6,86,68,72,109,66,106
Pyukumuku,3,3,Innards-Out,Unaware,N,9,55,60,130,30,130,5
Quagsire,8,3,Damp,Water-Absorb,Unaware,8,95,85,85,65,65,35
Quilava,2,2,Blaze,Flash-Fire,N,12,58,64,58,80,65,80
Quilladin,1,1,Bulletproof,Overgrow,N,12,61,78,95,56,58,57
Qwilfish,6,3,Intimidate,Swift-Swim,Poison-Point,9,65,95,85,55,55,85
Raichu,7,7,Lightning-Rod,Static,N,8,60,90,55,90,80,110
Raichu-Alola,7,10,Surge-Surfer,N,N,9,60,85,50,95,85,110
Raikou,7,7,Pressure,N,N,11,90,85,75,115,100,115
Ralts,18,10,Synchronize,Trace,Telepathy,4,28,25,25,45,35,40
Rampardos,11,11,Mold-Breaker,Sheer-Force,N,8,97,165,60,65,50,58
Rapidash,2,2,Flame-Body,Run-Away,Flash-Fire,8,65,100,70,80,80,105
Raticate,5,5,Guts,Run-Away,Hustle,8,55,81,60,50,70,97
Raticate-Alola,17,5,Gluttony,Thick-Fat,Hustle,9,75,71,70,40,80,77
Rattata,5,5,Guts,Run-Away,Hustle,4,30,56,35,25,35,72
Rattata-Alola,17,5,Gluttony,Thick-Fat,Hustle,4,30,56,35,25,35,72
Rayquaza,15,12,Air-Lock,N,N,10,105,150,90,150,90,95
Rayquaza-Mega,15,12,Delta-Stream,N,N,1,105,180,100,180,100,115
Regice,14,14,Clear-Body,Ice-Body,N,8,80,50,100,100,200,50
Regigigas,5,5,Slow-Start,N,N,8,110,160,110,80,110,100
Regirock,11,11,Clear-Body,Sturdy,N,6,80,100,200,50,100,50
Registeel,16,16,Clear-Body,Light-Metal,N,9,80,75,150,75,150,50
Relicanth,11,3,Rock-Head,Swift-Swim,Sturdy,8,100,90,130,45,65,55
Remoraid,3,3,Hustle,Sniper,Moody,4,35,65,35,65,35,65
Reshiram,15,2,Turboblaze,N,N,10,100,120,100,150,120,90
Reuniclus,10,10,Magic-Guard,Regenerator,Overcoat,9,110,65,75,125,85,30
Rhydon,8,11,Lightning-Rod,Rock-Head,Reckless,12,105,130,120,45,45,40
Rhyhorn,8,11,Lightning-Rod,Rock-Head,Reckless,4,80,85,95,30,30,25
